onset	text	duration
378.32	There's	0.1500000000000341
378.47	nothing	0.3299999999999841
378.8	that	0.12000000000000455
378.92	links	0.2699999999999818
379.19	them	0.14999999999997726
379.64	There's	0.21000000000003638
379.85	no	0.14999999999997726
380.15	we	0.060000000000002274
380.23	found	0.3100000000000023
380.54	yet	0.44999999999998863
380.99	but	0.36000000000001364
382.31	we're	0.18000000000000682
382.49	looking	0.3299999999999841
382.82	for	0.18000000000000682
383.0	it	0.08999999999997499
383.09	There	0.09000000000003183
383.18	has	0.12000000000000455
383.3	to	0.08999999999997499
383.39	be	0.1500000000000341
383.54	one	0.3299999999999841
391.54	If	0.14999999999997726
391.69	you've	0.14999999999997726
391.84	all	0.12000000000000455
391.96	got	0.21000000000003638
392.17	texts	0.5699999999999932
392.77	please	0.27000000000003865
393.04	ignore	0.3299999999999841
393.37	them	0.20999999999997954
394.06	wrong	0.3299999999999841
394.42	Yeah	0.18000000000000682
394.6	We'll	0.17999999999994998
394.78	just	0.2400000000000091
395.02	ignore	0.27000000000003865
395.29	that	0.2699999999999818
395.71	Okay	0.18000000000000682
395.89	If	0.12000000000000455
396.01	there	0.10000000000002274
396.11	were	0.07999999999998408
396.19	no	0.12000000000000455
396.31	more	0.18000000000000682
396.49	questions	0.5699999999999932
397.06	for	0.08999999999997499
397.15	detective	0.4500000000000455
397.6	inspector	0.3599999999999568
397.96	let's	0.1500000000000341
398.11	try	0.18000000000000682
398.29	it	0.060000000000002274
398.36	I'm	0.11000000000001364
398.47	going	0.14999999999997726
398.62	to	0.08999999999997499
398.71	bring	0.18000000000000682
398.89	the	0.060000000000002274
398.96	session	0.37999999999999545
399.34	to	0.12000000000000455
399.46	an	0.12000000000000455
399.58	hour	0.1500000000000341
400.03	If	0.2300000000000182
400.27	there	0.160000000000025
400.46	suicides	0.6200000000000045
401.08	what	0.18000000000000682
401.26	are	0.060000000000002274
401.32	you	0.12000000000000455
401.44	investigating	0.5400000000000205
403.33	As	0.18000000000000682
403.51	I	0.09000000000003183
403.6	say	0.2999999999999545
403.9	these	0.3300000000000409
404.29	these	0.2699999999999818
404.56	suicides	0.6299999999999955
405.22	are	0.08999999999997499
405.31	clearly	0.660000000000025
406.0	linked	0.5699999999999932
406.63	Um	0.4800000000000182
408.07	that	0.18000000000000682
408.25	is	0.12000000000000455
408.46	it's	0.1500000000000341
408.61	an	0.12000000000000455
408.73	unusual	0.6899999999999977
409.42	situation	0.75
410.17	We've	0.08999999999997499
410.26	got	0.1500000000000341
410.41	our	0.08999999999997499
410.5	best	0.2699999999999818
410.77	people	0.27000000000003865
411.04	investigating	0.7799999999999727
415.47	So	0.20999999999997954
415.68	it's	0.12000000000000455
415.8	wrong	0.2699999999999818
416.07	Again	0.3299999999999841
417.63	One	0.18000000000000682
417.81	more	0.12000000000000455
417.93	question	0.6299999999999955
418.89	Is	0.12000000000000455
419.01	there	0.1500000000000341
419.16	any	0.20999999999997954
419.37	chance	0.44999999999998863
419.82	that	0.1500000000000341
419.97	these	0.23999999999995225
420.21	are	0.060000000000002274
420.27	murders	0.75
421.53	and	0.1500000000000341
421.68	if	0.12000000000000455
421.8	they	0.14999999999997726
421.95	are	0.18000000000000682
422.16	is	0.14999999999997726
422.31	this	0.18000000000000682
422.49	the	0.08999999999997499
422.58	work	0.18000000000000682
422.76	of	0.060000000000002274
422.82	a	0.060000000000002274
422.88	serial	0.44999999999998863
423.33	killer	0.21000000000003638
425.01	I	0.09000000000003183
425.1	know	0.17999999999994998
425.28	that	0.12000000000000455
425.4	you'd	0.1500000000000341
425.55	like	0.2400000000000091
425.82	writing	0.36000000000001364
426.18	about	0.2699999999999818
426.45	these	0.1500000000000341
426.6	but	0.12000000000000455
426.72	these	0.38999999999998636
427.23	do	0.2699999999999818
427.5	appear	0.36000000000001364
427.86	to	0.12000000000000455
427.98	be	0.12000000000000455
428.1	suicides	0.6299999999999955
428.73	We	0.12000000000000455
428.85	know	0.12000000000000455
428.97	the	0.1199999999999477
429.09	difference	0.5400000000000205
429.63	The	0.30000000000001137
429.93	um	0.36000000000001364
430.5	the	0.12000000000000455
430.62	poison	0.4200000000000159
431.04	was	0.14999999999997726
431.22	clearly	0.6899999999999977
431.91	self	0.2999999999999545
432.21	administered	0.4500000000000455
432.74	Yes	0.20999999999997954
432.95	But	0.12000000000000455
433.07	if	0.12000000000000455
433.19	they	0.18000000000000682
433.37	are	0.30000000000001137
433.67	murders	0.5999999999999659
434.57	how	0.12000000000000455
434.69	do	0.12000000000000455
434.81	people	0.2400000000000091
435.05	keep	0.20999999999997954
435.26	themselves	0.36000000000001364
435.62	safe	0.4200000000000159
436.46	Don't	0.27000000000003865
436.73	commit	0.2699999999999818
437.0	suicide	0.6000000000000227
438.8	Daily	0.3299999999999841
439.13	mail	0.38999999999998636
440.3	Obviously	0.6299999999999955
440.93	this	0.20999999999997954
441.14	is	0.18000000000000682
441.32	a	0.12000000000000455
441.44	frightening	0.6000000000000227
442.04	time	0.3299999999999841
442.37	for	0.12000000000000455
442.49	people	0.3299999999999841
442.82	but	0.1500000000000341
442.97	all	0.17999999999994998
443.15	anyone	0.3900000000000432
443.54	has	0.23999999999995225
443.78	to	0.1500000000000341
443.93	do	0.5400000000000205
445.1	is	0.17999999999994998
445.28	exercise	0.7200000000000273
446.0	reasonable	0.5099999999999909
446.51	precautions	1.0199999999999818
448.01	We	0.18000000000000682
448.19	are	0.12000000000000455
448.31	all	0.2300000000000182
448.56	as	0.11000000000001364
448.67	safe	0.30000000000001137
448.97	as	0.1199999999999477
449.09	we	0.09000000000003183
449.18	want	0.14999999999997726
449.33	to	0.060000000000002274
449.39	be	0.27000000000003865
463.78	You've	0.18000000000000682
463.96	got	0.18000000000000682
464.14	to	0.12000000000000455
464.26	stop	0.21000000000003638
464.47	him	0.1199999999999477
464.59	doing	0.21000000000003638
464.8	that	0.18000000000000682
465.01	He's	0.12000000000000455
465.13	making	0.2400000000000091
465.37	those	0.12000000000000455
465.49	look	0.18000000000000682
465.67	like	0.18000000000000682
465.91	idiots	0.5399999999999636
467.11	You	0.12000000000000455
467.23	can	0.18000000000000682
467.41	tell	0.20999999999997954
467.62	me	0.18000000000000682
467.8	how	0.2400000000000091
468.04	he	0.14999999999997726
468.19	does	0.2699999999999818
468.46	it	0.09000000000003183
468.55	I'll	0.14999999999997726
468.7	stop	0.3299999999999841
469.03	it	0.12000000000000455
481.37	John Joe Watson	2.009999999999991
485.27	Stamford	0.4800000000000182
486.39	Mike	0.21000000000003638
486.6	Stanford	0.38999999999998636
486.99	We	0.12000000000000455
487.11	were	0.12000000000000455
487.23	bots	0.2999999999999545
487.54	together	0.2899999999999636
488.0	Sorry	0.39999999999997726
488.43	Yes	0.4200000000000159
489.27	Hello	0.36000000000001364
489.9	Yeah	0.27000000000003865
490.23	I	0.08999999999997499
490.32	know	0.2699999999999818
490.59	I	0.09000000000003183
490.69	got	0.17000000000001592
490.86	fat	0.30000000000001137
491.4	No	0.3300000000000409
492.69	I	0.08999999999997499
492.78	heard	0.18000000000000682
492.96	you	0.1500000000000341
493.11	brought	0.2400000000000091
493.35	some	0.17999999999994998
493.53	were	0.09000000000003183
493.63	getting	0.2300000000000182
493.86	shot	0.38999999999998636
494.25	at	0.14999999999997726
494.43	what	0.14999999999997726
494.58	happened	0.2400000000000091
496.5	Gunshots	0.4800000000000182
503.53	They	0.18000000000000682
503.74	still	0.17000000000001592
503.91	the	0.06999999999999318
503.98	pass	0.2699999999999818
504.25	then	0.18000000000000682
505.33	teaching	0.3900000000000432
505.72	now	0.20999999999997954
506.35	Yeah	0.2999999999999545
506.74	Bright	0.36000000000001364
507.1	young	0.23999999999995225
507.34	things	0.3300000000000409
507.67	Like	0.18000000000000682
507.85	we	0.17999999999994998
508.03	used	0.21000000000003638
508.24	to	0.060000000000002274
508.3	be	0.18000000000000682
509.23	God	0.2400000000000091
509.47	I	0.08999999999997499
509.56	hate	0.20999999999997954
509.77	them	0.12000000000000455
511.21	What	0.1500000000000341
511.36	about	0.20999999999997954
511.57	you	0.18000000000000682
511.75	just	0.2400000000000091
511.99	staying	0.2899999999999636
512.28	in	0.12999999999999545
512.41	town	0.2900000000000773
512.72	You	0.11000000000001364
512.83	get	0.12000000000000455
512.95	yourself	0.2699999999999818
513.22	sorted	0.36000000000001364
513.91	I	0.030000000000086402
513.94	kind	0.17999999999994998
514.12	of	0.05999999999994543
514.18	bought	0.15000000000009095
514.34	London	0.2899999999999636
514.63	on	0.14999999999997726
514.78	an	0.09000000000003183
514.87	army	0.2400000000000091
515.11	pension	0.38999999999998636
515.65	and	0.3300000000000409
515.98	you	0.09000000000003183
516.07	couldn't	0.2699999999999818
516.34	bear	0.2099999999999227
516.55	to	0.15000000000009095
516.7	be	0.05999999999994543
516.76	anywhere	0.3300000000000409
517.09	else	0.36000000000001364
517.72	That's	0.2099999999999227
517.93	not	0.15000000000009095
518.08	the	0.08999999999991815
518.17	John Watson	0.4800000000000182
518.65	I	0.09000000000003183
518.74	know	0.17999999999994998
519.31	John Watson	0.4800000000000182
519.79	you	0.09000000000003183
525.91	couldn't	0.2400000000000091
526.15	hurry	0.2699999999999818
526.42	up	0.21000000000003638
528.13	That's	0.14999999999997726
528.28	going	0.14999999999997726
528.43	to	0.06000000000005912
528.49	have	0.06999999999993634
528.56	to	0.07000000000005002
531.28	get	0.18000000000006366
531.46	a	0.05999999999994543
531.52	flat	0.42000000000007276
531.94	Cheryl's	0.38999999999998636
532.33	on	0.12000000000000455
532.45	it	0.08999999999991815
532.72	Come	0.14999999999997726
532.87	on	0.14999999999997726
533.47	It	0.12000000000000455
533.59	won't	0.14999999999997726
533.74	be	0.09000000000003183
533.83	for	0.14999999999997726
533.98	a	0.029999999999972715
534.01	flattening	0.4199999999999591
537.84	Well	0.2099999999999227
538.65	you're	0.14999999999997726
538.8	the	0.06000000000005912
538.86	second	0.4199999999999591
539.28	person	0.38999999999998636
539.67	to	0.09000000000003183
539.76	say	0.14999999999997726
539.91	that	0.14999999999997726
540.06	to	0.09000000000003183
540.15	me	0.12000000000000455
540.27	today	0.3000000000000682
542.25	Who	0.05999999999994543
542.31	was	0.09000000000003183
542.41	the	0.11000000000001364
542.52	first	0.3300000000000409
547.47	fresh	0.38999999999998636
547.95	Justin	0.5699999999999363
548.91	67	0.6600000000000819
549.57	natural	0.2999999999999545
549.87	causes	0.4800000000000182
550.95	He	0.05999999999994543
551.01	used	0.14999999999997726
551.16	to	0.06000000000005912
551.22	work	0.2699999999999818
551.49	here	0.3300000000000409
552.27	I	0.09000000000003183
552.36	knew	0.17999999999994998
552.54	him	0.15000000000009095
553.11	He	0.09000000000003183
553.2	was	0.17999999999994998
553.38	nice	0.4199999999999591
555.03	Fine	0.2699999999999818
556.32	We'll	0.12000000000000455
556.44	start	0.2999999999999545
556.74	with	0.09000000000003183
556.83	the	0.05999999999994543
556.89	riding	0.3300000000000409
557.22	crop	0.32999999999992724
570.55	bad	0.39000000000010004
570.94	day	0.2399999999998954
571.18	Was	0.18000000000006366
571.36	it	0.17999999999994998
572.96	I	0.029999999999972715
573.0	need	0.16999999999995907
573.17	to	0.06000000000005912
573.23	know	0.14999999999997726
573.38	what	0.12000000000000455
573.5	bruises	0.3300000000000409
573.83	form	0.17999999999994998
574.01	in	0.09000000000003183
574.1	the	0.05999999999994543
574.16	next	0.21000000000003638
574.37	20	0.2699999999999818
574.64	minutes	0.2699999999999818
574.91	and	0.09000000000003183
575.0	minutes	0.21000000000003638
575.21	Alibi	0.2999999999999545
575.51	depends	0.36000000000001364
575.87	on	0.12000000000000455
575.99	it	0.12000000000000455
576.11	Texts	0.3300000000000409
576.44	me	0.17999999999994998
577.8	That's	0.18000000000006366
577.98	a	0.05999999999994543
578.04	nice	0.2699999999999818
578.31	one	0.18000000000006366
578.49	drink	0.3300000000000409
579.17	Maybe	0.3100000000000591
579.48	later	0.4499999999999318
580.05	when	0.18000000000006366
580.23	you	0.12000000000000455
580.35	finished	0.4800000000000182
580.83	the	0.05999999999994543
580.89	lipstick	0.38999999999998636
581.28	you	0.06000000000005912
581.34	weren't	0.17999999999994998
581.52	wearing	0.18000000000006366
581.7	lipstick	0.35999999999989996
582.06	before	0.36000000000001364
585.66	Refresh	0.36000000000001364
586.03	it	0.11000000000001364
586.14	to	0.09000000000003183
586.23	me	0.14999999999997726
588.21	Sorry	0.32999999999992724
588.54	You	0.06000000000005912
588.6	were	0.12000000000000455
588.72	saying	0.2999999999999545
590.01	I	0.09000000000003183
590.1	was	0.14999999999997726
590.25	wondering	0.3300000000000409
590.58	if	0.14999999999997726
590.73	you'd	0.12000000000000455
590.85	like	0.17999999999994998
591.03	to	0.09000000000003183
591.12	have	0.14999999999997726
591.27	coffee	0.38999999999998636
592.59	black	0.2999999999999545
592.89	to	0.14999999999997726
593.04	shoot	0.2400000000000091
593.28	this	0.12000000000000455
593.4	piece	0.2400000000000091
593.64	I'll	0.09000000000003183
593.73	be	0.09000000000003183
593.82	upstairs	0.4799999999999045
610.44	It's	0.17999999999994998
610.62	a	0.029999999999972715
610.65	bit	0.12000000000000455
610.77	different	0.2699999999999818
611.04	from	0.18000000000006366
611.22	my	0.12000000000000455
611.34	day	0.2699999999999818
612.21	You	0.17999999999994998
612.39	have	0.06000000000005912
612.45	no	0.2099999999999227
612.66	idea	0.42000000000007276
613.26	Mike	0.21000000000003638
613.47	can	0.12000000000000455
613.59	I	0.029999999999972715
613.62	borrow	0.17999999999994998
613.8	your	0.15000000000009095
613.95	phone	0.4199999999999591
614.52	Isn't	0.20000000000004547
614.75	a	0.049999999999954525
614.8	signal	0.35000000000002274
615.15	on	0.12000000000000455
615.27	mine	0.2699999999999818
615.9	Well	0.09000000000003183
615.99	what's	0.21000000000003638
616.2	wrong	0.16999999999995907
616.37	with	0.10000000000002274
616.47	a	0.05999999999994543
616.53	landline	0.4800000000000182
617.18	I	0.10000000000002274
617.28	prefer	0.3000000000000682
617.58	to	0.12000000000000455
617.7	text	0.4199999999999591
619.11	Sorry	0.4199999999999591
620.1	I	0.029999999999972715
620.13	said	0.21000000000003638
620.34	my	0.12000000000000455
620.46	coat	0.2999999999999545
622.44	at	0.2299999999999045
622.68	here	0.21000000000003638
624.51	is	0.12000000000000455
624.63	mine	0.21000000000003638
625.98	Oh	0.21000000000003638
627.21	thank	0.17999999999994998
627.39	you	0.14999999999997726
628.56	So	0.15000000000009095
628.71	no	0.14999999999997726
628.86	friend	0.2400000000000091
629.1	of	0.05999999999994543
629.16	mine	0.21000000000003638
629.4	John Watson	0.8100000000000591
634.44	I've	0.14999999999997726
634.59	kind	0.14999999999997726
634.74	of	0.05999999999994543
634.8	stand	0.2700000000000955
635.08	over	0.11000000000001364
635.19	a	0.05999999999994543
635.25	rock	0.3300000000000409
639.66	which	0.14999999999997726
639.81	was	0.21000000000003638
640.03	in	0.11000000000001364
640.14	Afghanistan	0.6599999999999682
640.8	or	0.12000000000000455
640.92	Iraq	0.4500000000000455
645.22	Afghanistan	0.6899999999999409
645.91	Sorry	0.2699999999999818
646.78	Molly	0.38999999999998636
647.2	coffee	0.38999999999998636
647.59	Thank	0.2999999999999545
647.89	you	0.21000000000003638
649.57	What	0.14999999999997726
649.72	happened	0.17999999999994998
649.9	to	0.06000000000005912
649.96	the	0.12000000000000455
650.08	lipstick	0.36000000000001364
651.46	It	0.08999999999991815
651.55	wasn't	0.21000000000003638
651.76	working	0.2999999999999545
652.06	for	0.12000000000000455
652.18	me	0.12000000000000455
652.39	really	0.3000000000000682
652.81	I	0.09000000000003183
652.9	thought	0.14999999999997726
653.05	it	0.06000000000005912
653.11	was	0.12000000000000455
653.23	a	0.05999999999994543
653.29	big	0.18000000000006366
653.47	improvement	0.4800000000000182
653.95	and	0.08999999999991815
654.04	that's	0.36000000000001364
654.4	too	0.3300000000000409
655.06	small	0.3300000000000409
655.39	Now	0.2400000000000091
659.71	How	0.08999999999991815
659.8	do	0.06000000000005912
659.86	you	0.05999999999994543
659.92	feel	0.12000000000000455
660.04	about	0.18000000000006366
660.22	the	0.05999999999994543
660.28	Vernon	0.4800000000000182
664.93	Sorry	0.2700000000000955
665.2	what	0.17999999999994998
666.16	I	0.14999999999997726
666.31	played	0.25
666.56	the	0.08000000000004093
666.64	violin	0.3300000000000409
666.97	when	0.14999999999997726
667.12	I'm	0.09000000000003183
667.21	thinking	0.4199999999999591
667.63	of	0.06000000000005912
667.69	sometimes	0.38999999999998636
668.62	the	0.05999999999994543
668.68	days	0.3300000000000409
669.01	on	0.2400000000000091
669.4	And	0.4500000000000455
669.91	would	0.12000000000000455
670.03	that	0.12000000000000455
670.15	bother	0.21000000000003638
670.36	you	0.17999999999994998
670.6	Potential	0.32999999999992724
670.93	flatmates	0.3000000000000682
671.23	should	0.17999999999994998
671.41	be	0.12000000000000455
671.53	the	0.09000000000003183
671.62	worst	0.2400000000000091
671.86	about	0.21000000000003638
672.07	each	0.17999999999994998
672.25	other	0.21000000000003638
675.28	You	0.12999999999999545
675.43	told	0.21000000000003638
675.64	them	0.09000000000003183
675.73	about	0.2400000000000091
675.97	me	0.12000000000000455
677.74	then	0.17999999999994998
677.92	Who	0.09000000000003183
678.01	said	0.18000000000006366
678.19	anything	0.2999999999999545
678.49	about	0.21000000000003638
678.7	flatmates	0.599999999999909
679.9	I	0.12000000000000455
680.02	did	0.21000000000003638
680.44	told	0.2099999999999227
680.65	Mike	0.18000000000006366
680.83	this	0.14999999999997726
680.98	morning	0.2400000000000091
681.22	that	0.08999999999991815
681.31	I	0.030000000000086402
681.35	must	0.2300000000000182
681.58	be	0.08999999999991815
681.67	a	0.030000000000086402
681.7	difficult	0.32999999999992724
682.03	man	0.14999999999997726
682.18	to	0.09000000000003183
682.27	find	0.14999999999997726
682.42	a	0.030000000000086402
682.45	flatmate	0.4199999999999591
682.87	for	0.2400000000000091
683.98	And	0.09000000000003183
684.07	now	0.12000000000000455
684.19	here	0.17999999999994998
684.4	is	0.42000000000007276
684.88	just	0.2400000000000091
685.12	after	0.21000000000003638
685.34	lunch	0.2300000000000182
685.57	with	0.14999999999997726
685.72	an	0.08999999999991815
685.81	old	0.18000000000006366
685.99	friend	0.2400000000000091
686.29	that	0.15000000000009095
686.44	he	0.05999999999994543
686.5	just	0.17999999999994998
686.68	had	0.15000000000009095
686.83	from	0.14999999999997726
686.98	military	0.32999999999992724
687.31	service	0.3300000000000409
687.64	in	0.09000000000003183
687.73	Afghanistan	0.6000000000000227
688.91	No	0.11000000000001364
689.02	difficulty	0.5099999999999909
690.67	How	0.12000000000000455
690.79	did	0.18000000000006366
690.97	you	0.05999999999994543
691.03	know	0.12000000000000455
691.15	about	0.14999999999997726
691.3	it	0.06000000000005912
691.36	I've	0.09000000000003183
691.45	got	0.12000000000000455
691.57	this	0.08999999999991815
691.66	done	0.2400000000000091
692.5	on	0.14999999999997726
